Path,image_filename,caption,ctr_label,platform,sentiment_score,contains_cta,caption_length,filename,image_path,brightness,contrast,face_detected
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_027.jpg,"Gentle care for even the most nervous patients.""",Low,Instagram,0.5729,False,48,ad_027.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_027.jpg,211.9604938271605,68.18842289786417,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_028.jpg,"Teeth whitening that actually works.""",Low,Instagram,0.0,False,37,ad_028.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_028.jpg,234.86558161865568,50.977735403659416,0.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_029.jpg,"Stop dreaming about straight teethget them!""",Medium,Instagram,-0.1511,True,45,ad_029.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_029.jpg,236.02107475994512,49.04289746399443,0.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_030.jpg,"The secret to a million-dollar smile.""",Medium,facebook,0.3612,False,38,ad_030.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_030.jpg,209.34840946502055,75.581170713592,0.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_031.jpg,"Dental care that pampers you.""",Medium,Instagram,0.4939,False,30,ad_031.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_031.jpg,117.03865980795612,38.39724656251999,0.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_032.jpg,"Braces without the awkward phase.""",Medium,facebook,0.1139,False,34,ad_032.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_032.jpg,211.3559451303155,72.44968567310453,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_033.jpg,"Because your smile is your best accessory.""",Medium,Instagram,0.7717,False,43,ad_033.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_033.jpg,221.6911779835391,67.62249214905864,1.0
ad_034.jpg,ad_034.jpg,"No more yellowjust wow.""",Medium,facebook,0.4364,False,25,ad_034.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_034.jpg,214.6386033950617,72.17649816914937,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_035.jpg,"A smile that matches your ambition.""",High,Instagram,0.3612,False,36,ad_035.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_035.jpg,222.2550171467764,67.06354581851522,0.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_036.jpg,"Floss later? Well remind you.""",High,facebook,0.0,False,31,ad_036.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_036.jpg,208.02909807956104,56.88995215989522,0.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_037.jpg,"Where anxiety meets comfort.""",High,Instagram,0.2023,False,29,ad_037.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_037.jpg,208.1071673525377,51.681779882670966,0.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_038.jpg,"Smile now, thank us later.""",Low,facebook,0.6124,True,27,ad_038.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_038.jpg,213.96820730452677,62.86068767710274,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_039.jpg,"Because lifes too short for dull teeth.""",Low,Instagram,-0.4019,False,41,ad_039.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_039.jpg,209.27727023319616,71.92103400913895,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_040.jpg,"Your teeth will thank you.""",Low,facebook,0.3612,False,27,ad_040.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_040.jpg,220.57087191358025,74.97448284507779,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_041.jpg,"Glowing skin is always in season.""",Low,Instagram,0.0,False,34,ad_041.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_041.jpg,211.636688957476,61.26124185747489,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_042.jpg,"Acne doesnt stand a chance here.""",Medium,facebook,0.25,False,34,ad_042.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_042.jpg,221.8921776406036,54.94579392584856,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_043.jpg,"Skincare so good, youll skip makeup.""",Low,facebook,0.4927,False,38,ad_043.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_043.jpg,236.55348336762688,52.2146850197671,0.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_044.jpg,"Turn back time with every drop.""",High,Instagram,-0.2732,False,32,ad_044.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_044.jpg,225.50464849108369,59.06159275917047,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_045.jpg,"Hydration that feels like a luxury.""",Medium,facebook,0.3612,False,36,ad_045.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_045.jpg,213.38437242798355,74.70376494199746,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_046.jpg,"Dull skin? Never heard of her.""",Low,Instagram,-0.4019,False,31,ad_046.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_046.jpg,216.5343295610425,67.49014309256992,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_047.jpg,"Clinical results without the clinic price.""",High,Instagram,0.0,False,43,ad_047.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_047.jpg,210.1433058984911,76.83887483024452,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_048.jpg,"Your skins new best friend.""",Low,facebook,0.8126,False,29,ad_048.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_048.jpg,215.1862842935528,68.20085636931361,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_049.jpg,"Because wrinkles arent your destiny.""",Medium,Instagram,0.0,False,38,ad_049.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_049.jpg,199.2227700617284,67.57411316159374,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_050.jpg,"A routine so simple, even your lazy self will stick to it.""",High,facebook,-0.3612,False,59,ad_050.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_050.jpg,226.2608830589849,59.41677917447732,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_051.jpg,"Brighten, tighten, and glowno filter needed.""",High,Instagram,0.4404,False,46,ad_051.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_051.jpg,218.43984910836764,68.22958576543292,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_052.jpg,"Pores? Vanished.""",Medium,Instagram,0.0,False,17,ad_052.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_052.jpg,130.88390860768175,93.49635741228958,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_053.jpg,"Skincare backed by science, loved by skin.""",Low,facebook,0.6124,False,43,ad_053.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_053.jpg,167.7455349794239,46.983209948082894,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_054.jpg,"Wake up to happier skin every day.""",High,facebook,0.5267,False,35,ad_054.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_054.jpg,70.05904320987655,56.11388396262025,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_055.jpg,"Dry skins worst enemy.""",Medium,Instagram,-0.8225,False,24,ad_055.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_055.jpg,,,
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_056.jpg,"The secret to looking 25 at 35.""",Low,Instagram,0.0,False,32,ad_056.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_056.jpg,,,
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_057.jpg,"Your skin deserves this much attention.""",high,facebook,0.0,False,40,ad_057.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_057.jpg,,,
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_058.jpg,"Bye-bye, dark circles!""",Medium,Instagram,0.0,False,23,ad_058.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_058.jpg,,,
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_059.jpg,"A serum so potent, youll see results overnight.""",Low,facebook,0.0,False,49,ad_059.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_059.jpg,209.6296236282579,66.19401212346035,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_060.jpg,"Because great skin never goes out of style.""",high,Instagram,0.6249,False,44,ad_060.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_060.jpg,225.18142146776407,37.924667724789714,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_061.jpg,"Repair. Renew. Radiate.""",medium,Instagram,0.0,False,24,ad_061.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_061.jpg,,,
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_062.jpg,"Flawless skin starts with the right routine.""",Low,facebook,0.5106,False,45,ad_062.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_062.jpg,,,
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_063.jpg,"No more guessingjust glowing.""",Low,Instagram,-0.296,False,31,ad_063.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_063.jpg,217.21210476680383,57.7714409356434,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_064.jpg,"Skincare that works while you sleep.""",medium,facebook,0.0,False,37,ad_064.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_064.jpg,204.2152932098765,55.86616491122008,0.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_065.jpg,"Clear skin isnt luckits strategy.""",high,facebook,0.3818,False,37,ad_065.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_065.jpg,,,
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_066.jpg,"Your complexions reset button.""",Low,Instagram,0.0,False,32,ad_066.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_066.jpg,201.30255229766803,64.41086099548292,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_067.jpg,"The glow-up your skin has been begging for.""",medium,Instagram,0.0,False,44,ad_067.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_067.jpg,119.62836505486968,75.17700568837206,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_068.jpg,"Fine lines, meet your match.""",High,Instagram,0.2023,False,29,ad_068.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_068.jpg,228.918563957476,35.12318749984557,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_069.jpg,"A moisturizer that actually moisturizes.""",Low,facebook,0.0,False,41,ad_069.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_069.jpg,217.91011145404664,45.56609581411298,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_070.jpg,"Because sunscreen is the ultimate anti-ager.""",Medium,facebook,0.0,False,45,ad_070.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_070.jpg,219.00563580246916,44.37634144977581,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_071.jpg,"Pamper your skin like the royalty it is.""",High,facebook,0.3612,False,41,ad_071.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_071.jpg,223.679853223594,36.15605699999964,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_072.jpg,"Acne scars, consider yourself canceled.""",High,Instagram,0.0,False,40,ad_072.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_072.jpg,,,
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_073.jpg,"The only detox your skin needs.""",Medium,Instagram,0.0,False,32,ad_073.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_073.jpg,,,
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_074.jpg,"Sensitive skin? Weve got you covered.""",Low,Instagram,0.0,False,39,ad_074.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_074.jpg,,,
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_075.jpg,"A toner that does more than just tone.""",High,facebook,0.0,False,39,ad_075.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_075.jpg,,,
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_076.jpg,"Skincare that fits your budget (and your shelf).""",Medium,facebook,0.0,True,49,ad_076.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_076.jpg,221.116816872428,57.99363589942212,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_077.jpg,"Your face will thank you later.""",Low,Instagram,0.3612,False,32,ad_077.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_077.jpg,199.41347119341563,55.9367287108446,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_078.jpg,"Because breakouts shouldnt ruin your week.""",High,Instagram,-0.5859,False,44,ad_078.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_078.jpg,212.91730795610425,49.00331359539869,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_079.jpg,The holy grail of hydration.,Medium,facebook,0.0,False,28,ad_079.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_079.jpg,223.65687379972564,35.65445546883579,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_080.jpg,Glass skin isnt just a trendits a lifestyle.,Low,facebook,0.0,False,47,ad_080.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_080.jpg,223.04636282578875,38.3377302506247,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_081.jpg,"Dermatologist-approved, Instagram-loved.",High,Instagram,0.0,False,40,ad_081.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_081.jpg,199.9252592592593,57.77242129160179,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_082.jpg,"No harsh chemicals, just results.",Medium,Instagram,0.3412,False,33,ad_082.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_082.jpg,206.28107613168723,56.47286695763243,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_083.jpg,Skincare for people who hate skincare.,Low,facebook,-0.5719,False,38,ad_083.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_083.jpg,195.4221598079561,61.89858880548019,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_084.jpg,The glow is realand so are the compliments.,High,facebook,0.4522,False,44,ad_084.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_084.jpg,215.82339917695472,45.6179455803361,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_085.jpg,Because adult acne is rude.,Low,Instagram,-0.4588,False,27,ad_085.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_085.jpg,210.1033024691358,50.031617547022805,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_086.jpg,Your skins reset starts here.,Medium,Instagram,0.0,False,30,ad_086.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_086.jpg,222.9696488340192,50.68178199188407,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_087.jpg,A cleanser that doesnt strip your soul.,Medium,facebook,0.0,False,40,ad_087.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_087.jpg,201.64389231824416,76.55179473704447,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_088.jpg,"Bye-bye, redness!",Low,facebook,0.0,False,17,ad_088.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_088.jpg,191.6950925925926,80.12582366530668,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_089.jpg,The only 10-step routine youll stick to.,Low,Instagram,0.0,False,41,ad_089.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_089.jpg,206.68701131687243,66.0467300770614,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_090.jpg,Skincare that works as hard as you do.,High,Instagram,-0.1027,False,38,ad_090.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_090.jpg,203.47914523319616,78.38104102946696,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_091.jpg,"Subtle tweaks, stunning results.",High,Instagram,0.3818,False,32,ad_091.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_091.jpg,216.47582218792863,57.471049441547855,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_092.jpg,"Botox so natural, no one will know (but youll feel it).",Medium,facebook,0.0406,True,56,ad_092.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_092.jpg,213.92769290123456,61.049884974044126,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_093.jpg,Lips plumped to perfectionno duck face here.,Medium,facebook,0.0,False,45,ad_093.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_093.jpg,221.17849279835391,64.63690401219867,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_094.jpg,Because aging is optional.,Low,Instagram,0.0,False,26,ad_094.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_094.jpg,223.18066015089164,62.92639675796876,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_095.jpg,"Look refreshed, never fake.",Low,Instagram,0.0,False,29,ad_095.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_095.jpg,215.2353009259259,61.45635154556991,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_096.jpg,Ditch the filterget the real thing.,High,facebook,0.0,True,36,ad_096.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_096.jpg,174.041140260631,50.327884661259645,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_097.jpg,"A little nip, a lot of wow.",High,facebook,0.5859,False,27,ad_097.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_097.jpg,238.36191186556928,54.928301935595,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_098.jpg,"Expert hands, artful enhancements.",Medium,Instagram,0.0,False,34,ad_098.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_098.jpg,211.49965706447188,56.91387447325613,0.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_099.jpg,"Confidence, redefined.",Medium,Instagram,0.5106,False,22,ad_099.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_099.jpg,188.50380401234568,67.7487250177473,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_100.jpg,Flawless skin starts with the right treatment.,Low,facebook,0.5106,False,46,ad_100.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_100.jpg,130.49864197530863,79.7678113209983,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_101.jpg,Turn back time without turning back your wallet.,Low,facebook,0.0,False,48,ad_101.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_101.jpg,100.56884859396432,79.56338979502682,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_102.jpg,Because you deserve to love your reflection.,High,Instagram,0.6369,False,44,ad_102.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_102.jpg,129.7101517489712,67.29081953515652,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_103.jpg,A youthful glow in just one session.,High,Instagram,0.3182,False,36,ad_103.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_103.jpg,114.64530092592592,87.69742032119456,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_104.jpg,"No surgery, no problem.",Medium,facebook,0.2373,False,23,ad_104.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_104.jpg,148.68549382716049,85.71740356599314,1.0
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_105.jpg,"Fillers that enhance, not erase.",High,facebook,0.0,False,32,ad_105.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_105.jpg,,,
C:\Users\johar\.jupyter\ad-creative-dss\data,ad_106.jpg,A fresher face by lunchtime.,Low,Instagram,0.0,False,28,ad_106.jpg,C:/Users/johar/.jupyter/ad-creative-dss/data/images/ad_106.jpg,119.62836505486968,75.17700568837206,1.0
